Entry	Gene names	Subcellular location [CC]
O60443	GSDME DFNA5 ICERE1	SUBCELLULAR LOCATION: [Gasdermin-E, N-terminal]: Cell membrane {ECO:0000269|PubMed:28045099, ECO:0000269|PubMed:28459430}.; SUBCELLULAR LOCATION: [Gasdermin-E]: Cytoplasm, cytosol {ECO:0000250|UniProtKB:P57764, ECO:0000269|PubMed:28045099}.
P56915	GSC	SUBCELLULAR LOCATION: Nucleus.
Q9UJP4	KLHL21 KIAA0469	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:19995937}. Note=Localizes to the spindle midzone and targets CUL3 to this region.
Q53HC5	KLHL26	
Q8NAN2	MIGA1 FAM73A	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:26711011}; Single-pass membrane protein {ECO:0000255}.
Q5T7P3	LCE1B LEP2 SPRL2A	
Q9NPG4	PCDH12 UNQ395/PRO731	SUBCELLULAR LOCATION: [Protocadherin-12]: Cell membrane {ECO:0000269|PubMed:21402705}; Single-pass type I membrane protein {ECO:0000255}. Cell junction {ECO:0000250|UniProtKB:O55134}.; SUBCELLULAR LOCATION: [Protocadherin-12, secreted form]: Secreted {ECO:0000269|PubMed:21402705}. Note=The secreted form is produced following cleavage by ADAM10. {ECO:0000269|PubMed:21402705}.
Q8NBL1	POGLUT1 C3orf9 CLP46 KTELC1 MDSRP MDS010 UNQ490/PRO1006	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000269|PubMed:16524674, ECO:0000269|PubMed:24387993, ECO:0000269|PubMed:27807076}.
Q2TBA0	KLHL40 KBTBD5 SRYP	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9D783}. Cytoplasm, myofibril, sarcomere, A band {ECO:0000269|PubMed:23746549}. Cytoplasm, myofibril, sarcomere, I band {ECO:0000250|UniProtKB:Q9D783}.
Q9P2V4	LRIT1 LRRC21 PAL	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9JMH2}; Single-pass type I membrane protein {ECO:0000250}.
P09917	ALOX5 LOG5	SUBCELLULAR LOCATION: Cytoplasm. Nucleus matrix. Nucleus membrane; Peripheral membrane protein. Note=Shuttles between cytoplasm and nucleus. Found exclusively in the nucleus, when phosphorylated on Ser-272. Calcium binding promotes translocation from the cytosol and the nuclear matrix to the nuclear envelope and membrane association.
P25103	TACR1 NK1R TAC1R	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q9NR64	KLHL1 KIAA1490	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton.
Q96JB6	LOXL4 LOXC	SUBCELLULAR LOCATION: Secreted, extracellular space {ECO:0000305}.
O00505	KPNA3 QIP2	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
Q8ND94	LRRN4CL UNQ728/PRO1410	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
P07288	KLK3 APS	SUBCELLULAR LOCATION: Secreted.
Q07954	LRP1 A2MR APR	SUBCELLULAR LOCATION: [Low-density lipoprotein receptor-related protein 1 85 kDa subunit]: Cell membrane; Single-pass type I membrane protein. Membrane, coated pit.; SUBCELLULAR LOCATION: [Low-density lipoprotein receptor-related protein 1 515 kDa subunit]: Cell membrane; Peripheral membrane protein; Extracellular side. Membrane, coated pit.; SUBCELLULAR LOCATION: [Low-density lipoprotein receptor-related protein 1 intracellular domain]: Cytoplasm. Nucleus. Note=After cleavage, the intracellular domain (LRPICD) is detected both in the cytoplasm and in the nucleus.; SUBCELLULAR LOCATION: Postsynaptic Golgi apparatus {ECO:0000250|UniProtKB:G3V928}. Cytoplasm, cytoskeleton, microtubule organizing center {ECO:0000250|UniProtKB:G3V928}. Note=Localizes to the postsynaptic Golgi apparatus region, also named Golgi outpost, which shapes dendrite morphology by functioning as sites of acentrosomal microtubule nucleation. {ECO:0000250|UniProtKB:G3V928}.
Q9Y337	KLK5 SCTE UNQ570/PRO1132	SUBCELLULAR LOCATION: Secreted.
Q6ZST4	LCNL1	
Q6ZMT4	KDM7A JHDM1D KDM7 KIAA1718	SUBCELLULAR LOCATION: Nucleus.
Q13094	LCP2	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
Q96G21	IMP4 BXDC4	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000269|PubMed:12655004, ECO:0000269|PubMed:16533400}.
Q6NVV0	MKRN9P MKRN5 MKRN9 MKRNP6 RNF65 ZNF127L3	
Q9NS15	LTBP3	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:12154076}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:16157329}. Note=Secretion occurs after coexpression with TGFB1 and requires complexing with 'Cys-33' of the TGFB1 propeptide. {ECO:0000269|PubMed:12154076}.
P51884	LUM LDC SLRR2D	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.
Q9UHA4	LAMTOR3 MAP2K1IP1 MAPKSP1 PRO2783	SUBCELLULAR LOCATION: Late endosome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}.
Q8WV07	LTO1 ORAOV1 TAOS1	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P53846}.
P27987	ITPKB	
P01699	IGLV1-44	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
O15397	IPO8 RANBP8	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
Q8IXL9	IQCF2	
Q5SQ64	LY6G6F C6orf21 G6F LY6G6D NG32	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12852788}; Single-pass type I membrane protein {ECO:0000269|PubMed:12852788}.
Q9NPC7	MYNN OSZF ZBTB31 SBBIZ1	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:14694499}.
O15049	N4BP3 KIAA0341	SUBCELLULAR LOCATION: Cytoplasmic vesicle {ECO:0000269|PubMed:11717310}. Cell projection, axon {ECO:0000250|UniProtKB:Q3LUD3}. Cell projection, dendrite {ECO:0000250|UniProtKB:Q3LUD3}. Note=In developing neurons, accumulates in early growth cones and at branching points of axons and dendrites. {ECO:0000250|UniProtKB:Q3LUD3}.
Q9NPG2	NGB	SUBCELLULAR LOCATION: Perikaryon {ECO:0000250}. Cytoplasm. Mitochondrion.
P0C860	MSL3P1 MSL3L2	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00972}.
Q8N2A8	PLD6	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000269|PubMed:17028579}; Single-pass membrane protein {ECO:0000269|PubMed:17028579}.
Q8IUK5	PLXDC1 TEM3 TEM7	SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane; Single-pass type I membrane protein. Cell junction, tight junction. Note=Localized predominantly at the tight junctions of vascular endothelial cells and to a lesser extent at the luminal surface of vascular endothelial cells.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 4]: Cytoplasm {ECO:0000305}.
Q96C90	PPP1R14B PLCB3N PNG	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305}.
Q96QC0	PPP1R10 CAT53 FB19 PNUTS	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00649, ECO:0000269|PubMed:9450550}. Note=Found in discrete nucleoplasmic bodies and within nucleoli. Associates with chromatin during interphase, excluded from condensed chromosomes during early mitosis and is reloaded onto chromosomes at the late telophase (By similarity). {ECO:0000250}.
O75648	TRMU MTU1 TRMT1	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:15509579, ECO:0000269|PubMed:15944150, ECO:0000269|PubMed:16513084, ECO:0000269|PubMed:16826519}.
Q8IY17	PNPLA6 NTE	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15044461}; Single-pass type I membrane protein {ECO:0000269|PubMed:15044461}; Cytoplasmic side {ECO:0000269|PubMed:15044461}. Note=Anchored to the cytoplasmic face of the endoplasmic reticulum by its N-terminal transmembrane segment. {ECO:0000269|PubMed:15044461}.
O14813	PHOX2A ARIX PMX2A	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00108}.
Q5SRE7	PHYHD1	
P41247	PNPLA4 DXS1283E GS2	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:26741492}.
Q5VZY2	PLPP4 DPPL2 PPAPDC1 PPAPDC1A	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q8NEB5	PLPP5 DPPL1 HTPAP PPAPDC1B	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q14863	POU6F1 BRN5 MPOU TCFB1	SUBCELLULAR LOCATION: Nucleus.
Q02817	MUC2 SMUC	SUBCELLULAR LOCATION: Secreted. Note=In the intestine, secreted into the inner and outer mucus layers. {ECO:0000250}.
Q99102	MUC4	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Secreted {ECO:0000269|PubMed:12102554}. Note=Isoforms lacking the Cys-rich region, EGF-like domains and transmembrane region are secreted. Secretion occurs by splicing or proteolytic processing.; SUBCELLULAR LOCATION: [Mucin-4 beta chain]: Cell membrane; Single-pass membrane protein.; SUBCELLULAR LOCATION: [Mucin-4 alpha chain]: Secreted.; SUBCELLULAR LOCATION: [Isoform 3]: Cell membrane; Single-pass membrane protein.; SUBCELLULAR LOCATION: [Isoform 11]: Secreted.; SUBCELLULAR LOCATION: [Isoform 15]: Secreted.; SUBCELLULAR LOCATION: [Isoform 17]: Cell membrane; Single-pass membrane protein.
P49335	POU3F4 BRN4 OTF9	SUBCELLULAR LOCATION: Nucleus.
Q9NRY6	PLSCR3	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:17226776}; Single-pass type II membrane protein {ECO:0000269|PubMed:17226776}.
Q9HC84	MUC5B MUC5	SUBCELLULAR LOCATION: Secreted.
Q8TDP1	RNASEH2C AYP1	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
P61224	RAP1B OK/SW-cl.11	SUBCELLULAR LOCATION: Cell membrane. Cytoplasm, cytosol. Cell junction. Note=May shuttle between plasma membrane and cytosol. Presence of KRIT1 and CDH5 is required for its localization to the cell junction.
O14802	POLR3A	SUBCELLULAR LOCATION: Nucleus.
Q9H1D9	POLR3F	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q02878	RPL6 TXREB1	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:25957688}. Cytoplasm {ECO:0000305|PubMed:23636399, ECO:0000305|PubMed:25901680}. Rough endoplasmic reticulum {ECO:0000250|UniProtKB:Q2YGT9}. Note=Detected on cytosolic polysomes (PubMed:25957688). Detected in ribosomes that are associated with the rough endoplasmic reticulum (By similarity). {ECO:0000250|UniProtKB:Q2YGT9, ECO:0000269|PubMed:25957688}.
Q9UHV5	RAPGEFL1	
Q99496	RNF2 BAP1 DING HIPI3 RING1B	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:21282530}. Chromosome {ECO:0000250|UniProtKB:Q9CQJ4}. Note=Enriched on inactive X chromosome (Xi) in female trophoblast stem (TS) cells as well as differentiating embryonic stem (ES) cells. The enrichment on Xi is transient during TS and ES cell differentiation. The association with Xi is mitotically stable in non-differentiated TS cells. {ECO:0000250|UniProtKB:Q9CQJ4}.
Q9UPM6	LHX6 LHX6.1	SUBCELLULAR LOCATION: Nucleus {ECO:0000305}.
Q5VZ72	IZUMO3 C9orf134	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}.
Q8IX19	MCEMP1 C19orf59	SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein.
O60268	KIAA0513	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000305|PubMed:17010949}.
Q5VZ46	KIAA1614	
P26371	KRTAP5-9 KAP5.9 KRN1 KRTAP5.9 UHSK1	
Q6P2M8	PNCK	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.
Q03933	HSF2 HSTF2	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:8339932}. Nucleus {ECO:0000269|PubMed:8339932}. Note=Cytoplasmic during normal growth and moves to the nucleus upon activation.
Q6PIL6	KCNIP4 CALP KCHIP4	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11847232}; Peripheral membrane protein {ECO:0000305|PubMed:11847232}. Cytoplasm {ECO:0000269|PubMed:11847232, ECO:0000269|PubMed:23576435}.; SUBCELLULAR LOCATION: [Isoform 4]: Endoplasmic reticulum {ECO:0000269|PubMed:23576435}.
Q96NX5	CAMK1G CLICK3 VWS1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Golgi apparatus membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}.
Q9NPA2	MMP25 MMP20 MMPL1 MT6MMP	SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor, GPI-anchor; Extracellular side. Secreted, extracellular space, extracellular matrix.
Q15651	HMGN3 TRIP7 PNAS-24	SUBCELLULAR LOCATION: Nucleus.
Q8IYB1	MB21D2 C3orf59	
Q8N456	LRRC18 UNQ9338/PRO34010	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q9UBC0	ONECUT1 HNF6 HNF6A	SUBCELLULAR LOCATION: Nucleus.
P07910	HNRNPC HNRPC	SUBCELLULAR LOCATION: Nucleus. Note=Component of ribonucleosomes.
Q9BVA0	KATNB1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:26929214, ECO:0000269|PubMed:9658175}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:16203747, ECO:0000269|PubMed:9568719}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000269|PubMed:16203747, ECO:0000269|PubMed:26929214, ECO:0000269|PubMed:9658175}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:9568719, ECO:0000269|PubMed:9658175}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:26929214}. Note=Predominantly cytoplasmic. Localized to the interphase centrosome and mitotic spindle poles (PubMed:9658175). Localizes within the cytoplasm, partially overlapping with microtubules, in interphase and to the mitotic spindle and spindle poles during mitosis (PubMed:26929214). {ECO:0000269|PubMed:26929214, ECO:0000269|PubMed:9658175}.
Q9BYM8	RBCK1 C20orf18 RNF54 UBCE7IP3 XAP3 XAP4	
Q96PG1	MS4A4E	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
P07098	LIPF	SUBCELLULAR LOCATION: Secreted.
P54317	PNLIPRP2 PLRP2	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:18702514, ECO:0000269|PubMed:19824014}.
P01614	IGKV2D-40	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
P09960	LTA4H LTA4	SUBCELLULAR LOCATION: Cytoplasm.
A0A075B6S4	IGKV1D-17	SUBCELLULAR LOCATION: Secreted {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}. Cell membrane {ECO:0000303|PubMed:20176268, ECO:0000303|PubMed:22158414}.
P01042	KNG1 BDK KNG	SUBCELLULAR LOCATION: Secreted, extracellular space.
Q8ND56	LSM14A C19orf13 FAM61A RAP55 RAP55A	SUBCELLULAR LOCATION: Cytoplasm, P-body {ECO:0000269|PubMed:16484376, ECO:0000269|PubMed:17074753}. Cytoplasm, Stress granule {ECO:0000269|PubMed:16484376}.
P28482	MAPK1 ERK2 PRKM1 PRKM2	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, spindle {ECO:0000250}. Nucleus. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome. Cytoplasm. Membrane, caveola {ECO:0000250|UniProtKB:P63086}. Note=Associated with the spindle during prometaphase and metaphase (By similarity). PEA15-binding and phosphorylated DAPK1 promote its cytoplasmic retention. Phosphorylation at Ser- 246 and Ser-248 as well as autophosphorylation at Thr-190 promote nuclear localization. {ECO:0000250}.
O60256	PRPSAP2	
Q02156	PRKCE PKCE	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:17603037}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:17603037}. Cell membrane {ECO:0000269|PubMed:17603037}. Cytoplasm, perinuclear region {ECO:0000250}. Nucleus {ECO:0000250}. Note=Translocated to plasma membrane in epithelial cells stimulated by HGF. Associated with the Golgi at the perinuclear site in pre-passage fibroblasts (By similarity). In passaging cells, translocated to the cell periphery (By similarity). Translocated to the nucleus in PMA-treated cells (By similarity). {ECO:0000250}.
Q9Y4Y9	LSM5	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10523320, ECO:0000269|PubMed:26912367, ECO:0000269|PubMed:28781166}.
Q1MX18	INSC	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:22074847}. Cytoplasm, cell cortex {ECO:0000269|PubMed:22074847}. Note=Uniformly distributed in the cytoplasm during interphase. During metaphase, detected in the cell cortex, adjacent to the mitotic spindle poles. {ECO:0000269|PubMed:22074847}.
Q8WVC0	LEO1 RDL	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:15791002}.
Q9Y283	INVS INV NPHP2	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Cytoplasm, cytoskeleton, spindle {ECO:0000250}. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Nucleus {ECO:0000250}. Cell projection, cilium {ECO:0000269|PubMed:12872123}. Note=Associates with several components of the cytoskeleton including ciliary, random and polarized microtubules. During mitosis, it is recruited to mitotic spindle. Frequently membrane-associated, membrane localization is dependent upon cell-cell contacts and is redistributed when cell adhesion is disrupted after incubation of the cell monolayer with low-calcium/EGTA medium.
Q8NFU5	IPMK IMPK	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12027805}.
B3KU38	IQCJ-SCHIP1	SUBCELLULAR LOCATION: Cell projection, axon {ECO:0000250|UniProtKB:A0A088MLT8}. Cytoplasm {ECO:0000269|PubMed:17045569}. Note=Localizes to the axon initial segments (AIS) and nodes of Ranvier of neurons and is absent from dendrites. {ECO:0000250|UniProtKB:A0A088MLT8}.
Q9NWQ8	PAG1 CBP PAG	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10790433, ECO:0000269|PubMed:18070987}; Single-pass type III membrane protein {ECO:0000269|PubMed:10790433, ECO:0000269|PubMed:18070987}. Note=Present in lipid rafts.
P36955	SERPINF1 PEDF PIG35	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:17081065}. Melanosome {ECO:0000269|PubMed:17081065}. Note=Enriched in stage I melanosomes.
Q9UP65	PLA2G4C	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:10085124, ECO:0000269|PubMed:14529291, ECO:0000269|PubMed:9705332}; Lipid-anchor {ECO:0000269|PubMed:10085124, ECO:0000269|PubMed:14529291, ECO:0000269|PubMed:9705332}.
P0DJD8	PGA3	SUBCELLULAR LOCATION: Secreted.
O75807	PPP1R15A GADD34	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Peripheral membrane protein; Cytoplasmic side {ECO:0000269|PubMed:12556489, ECO:0000269|PubMed:21518769}. Mitochondrion outer membrane; Peripheral membrane protein; Cytoplasmic side {ECO:0000269|PubMed:21518769}. Note=Associates with membranes via an N-terminal amphipathic intramembrane region. {ECO:0000269|PubMed:21518769}.
A6NM03	OR2AG2 OR2AG2P	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGD2	OR4K2	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
P04156	PRNP ALTPRP PRIP PRP	SUBCELLULAR LOCATION: Cell membrane; Lipid-anchor, GPI-anchor {ECO:0000269|PubMed:19936054}. Golgi apparatus {ECO:0000250|UniProtKB:P04925}. Note=Targeted to lipid rafts via association with the heparan sulfate chains of GPC1. Colocates, in the presence of Cu(2+), to vesicles in para- and perinuclear regions, where both proteins undergo internalization. Heparin displaces PRNP from lipid rafts and promotes endocytosis. {ECO:0000269|PubMed:19936054}.
P61583	ERVK-5 ERVK5	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Note=When overexpressed. {ECO:0000250}.
Q9UBU9	NXF1 TAP	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:10924507, ECO:0000269|PubMed:19864460, ECO:0000269|PubMed:23591820, ECO:0000269|PubMed:25662211}. Nucleus, nucleoplasm {ECO:0000269|PubMed:19324961, ECO:0000269|PubMed:23826332}. Nucleus speckle {ECO:0000269|PubMed:19324961, ECO:0000269|PubMed:23826332}. Nucleus, nuclear pore complex {ECO:0000269|PubMed:23591820}. Nucleus envelope {ECO:0000269|PubMed:23591820}. Cytoplasm {ECO:0000269|PubMed:10924507, ECO:0000269|PubMed:19324961, ECO:0000269|PubMed:19864460}. Note=Localized predominantly in the nucleoplasm and at both the nucleoplasmic and cytoplasmic faces of the nuclear pore complex. Shuttles between the nucleus and the cytoplasm. Travels to the cytoplasm as part of the exon junction complex (EJC) bound to mRNA. The association with the TREX complex seems to occur in regions surrounding nuclear speckles known as perispeckles (PubMed:23826332). Nucleus; nuclear rim (PubMed:25662211). {ECO:0000269|PubMed:23826332, ECO:0000269|PubMed:25662211}.
Q8NG99	OR7G2	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
O43930	PRKY	
Q9NQX5	NPDC1	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.
Q8NGY2	OR6K2	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q9UKK6	NXT1	SUBCELLULAR LOCATION: Nucleus. Nucleus speckle {ECO:0000305}. Cytoplasm. Note=Shuttles between the nucleus and the cytoplasm.
Q8NGS4	OR13F1	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8NGS5	OR13C4	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
O75592	MYCBP2 KIAA0916 PAM	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:26304119, ECO:0000269|PubMed:9689053}. Cell projection, axon {ECO:0000250|UniProtKB:Q7TPH6}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q7TPH6}. Note=Localizes to axon shafts and associates with microtubule cytoskeleton (By similarity). Translocates to the nucleus following interaction with sumoylated RANGAP1 (PubMed:26304119). {ECO:0000250|UniProtKB:Q7TPH6, ECO:0000269|PubMed:26304119}.
P00480	OTC	SUBCELLULAR LOCATION: Mitochondrion matrix.
Q9H0A0	NAT10 ALP KIAA1709	SUBCELLULAR LOCATION: Nucleus, nucleolus {ECO:0000255|HAMAP-Rule:MF_03211, ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:14592445, ECO:0000269|PubMed:19303003, ECO:0000269|PubMed:24786082, ECO:0000269|PubMed:25653167, ECO:0000269|PubMed:30165671}. Midbody {ECO:0000255|HAMAP-Rule:MF_03211, ECO:0000269|PubMed:19303003}. Note=Nucleolar in interphase and redistributes to the perichromosomal layer and to the midbody during telophase. {ECO:0000269|PubMed:19303003}.
Q9NRN5	OLFML3 PSEC0035 PSEC0173 PSEC0244 UNQ663/PRO1294	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:15280020}.
